dt	f	t	l	d
2014082320	466	239	9	1317
2014082320	056	470	58	8584
2014082320	062	062	41	2860
2014082320	056	470	56	8325
2014082320	061	052	13	2895
2014082320	435	432	13	1933
2014082320	355	058	22	3432
2014082320	103	093	37	4684
2014082320	056	470	54	8406
2014082320	103	093	39	4696
2014082320	436	470	38	6926
2014082320	072	007	34	3771
2014082320	090	086	79	2697
2014082320	050	050	87	8664
2014082320	355	098	101	8480
2014082320	355	098	102	8727
2014082320	435	432	10	1582
2014082320	231	231	68	5392
2014082320	231	231	68	5460
2014082321	252	002	104	6740
2014082321	058	470	48	8102
2014082321	052	052	108	13215
2014082321	052	010	55	10361
2014082321	252	002	105	6848
2014082321	052	298	293	29008
2014082321	382	091	36	4731
2014082321	033	159	168	19184
2014082321	159	032	100	11128
2014082321	061	355	18	4516
2014082321	159	032	100	11118
2014082321	239	138	24	2411
2014082321	437	349	17	2628
2014082321	086	105	175	4712
2014082321	072	007	28	3481
2014082321	239	138	23	2497
2014082321	437	349	16	2660
2014082321	033	020	126	5725
2014082321	110	020	50	4604
2014082321	033	020	125	6076
2014082321	110	020	48	4747
2014082321	602	161	112	11576
2014082321	180	470	61	4547
2014082321	602	161	110	11635
2014082321	180	470	60	4451
2014082321	231	161	8	1556
2014082321	050	050	321	34997
2014082321	032	013	23	1611
2014082321	062	064	22	3140
2014082321	062	064	21	3077
2014082321	061	056	19	4388
2014082321	061	056	20	4416
2014082321	032	013	22	1482
2014082321	007	033	17	3303
2014082321	061	061	25	5927
2014082321	050	050	318	35634
2014082321	064	064	139	10442
2014082321	007	033	19	3285
2014082321	138	086	29	6113
2014082321	180	138	270	18618
2014082321	180	138	269	18328
2014082321	180	138	269	17894
2014082321	432	435	52	10120
2014082321	432	435	52	10203
2014082321	466	094	8	845
2014082321	231	059	112	11594
2014082321	231	059	112	11214
2014082321	355	056	19	3079
2014082321	056	061	28	1519
2014082321	138	138	260	17583
2014082321	355	028	20	3804
2014082321	062	062	11	322
2014082321	094	466	78	7561
2014082321	022	022	93	8611
2014082321	021	002	41	6673
2014082321	033	710	728	1517
2014082321	370	370	48	5421
2014082321	370	370	48	5421
2014082321	099	099	18	2460
2014082321	033	712	729	1515
2014082321	067	252	147	8997
2014082321	064	100	9	1676
2014082321	064	100	9	1651
2014082321	013	140	19	3499
2014082321	033	961	10	1911
2014082321	061	058	21	3981
2014082321	067	067	61	1411
2014082321	067	067	6	73
2014082321	298	094	31	4702
2014082321	011	029	18	869
2014082321	601	602	4	806
2014082321	094	011	126	10075
2014082321	961	022	14	2713
2014082321	067	067	81	6401
2014082321	298	298	44	8629
2014082321	093	056	20	3406
2014082321	010	036	82	3830
2014082321	056	061	41	7016
2014082321	056	056	39	9382
2014082321	602	602	1	89
2014082321	093	056	17	3438
2014082321	010	036	79	5033
2014082321	096	097	28	2415
2014082321	602	164	15	1674
2014082321	010	961	47	2282
2014082321	026	029	4	367
2014082321	009	094	81	12970
2014082321	094	011	114	9944
2014082321	094	098	26	2182
2014082321	029	252	61	5752
2014082321	029	252	64	5693
2014082321	349	061	31	6140
2014082321	349	061	29	6119
2014082321	138	138	22	3003
2014082322	052	029	96	7367
2014082322	061	052	28	4237
2014082322	052	029	94	8517
2014082322	037	037	21	1163
2014082322	061	052	27	4798
2014082322	435	432	10	1298
2014082322	008	062	115	10065
2014082322	061	052	28	2883
2014082322	052	029	93	6707
2014082322	470	064	16	3273
2014082322	470	064	16	3289
2014082322	010	961	30	1529
2014082322	010	961	31	1594
2014082322	099	099	6	553
2014082322	008	062	111	9813
2014082322	056	062	28	6234
2014082322	033	020	62	3107
2014082322	470	239	20	2017
2014082322	470	239	20	2154
2014082322	470	239	20	1941
2014082322	056	062	28	6066
2014082322	470	239	20	1915
2014082322	470	239	20	1901
2014082322	052	094	96	10179
2014082322	470	239	18	2013
2014082322	164	062	43	5864
2014082322	091	961	17	2425
2014082322	164	062	41	5868
2014082322	072	036	7	218
2014082322	231	067	15	2109
2014082322	067	067	59	8731
2014082322	067	067	57	8925
2014082322	052	029	82	6908
2014082322	055	098	24	1061
2014082322	052	094	88	10187
2014082322	032	093	458	3314
2014082322	032	093	34	3314
2014082322	161	058	51	8537
2014082322	032	093	1012	3244
2014082322	032	093	84	3244
2014082322	032	093	29	3244
2014082322	036	020	179	13783
2014082322	067	071	39	3114
2014082322	013	013	3	196
2014082322	161	351	95	11857
2014082322	161	056	49	5276
2014082322	007	062	91	9793
2014082322	067	710	37	4835
2014082322	053	058	5	869
2014082322	036	037	195	16438
2014082322	067	601	32	4312
2014082322	013	067	131	11714
2014082322	161	351	92	11988
2014082322	020	090	125	19948
2014082322	020	090	125	20144
2014082322	093	002	4	553
2014082322	097	096	13	1929
2014082322	061	052	28	3983
2014082322	011	011	21	1165
2014082322	011	011	21	1159
2014082322	061	052	26	4024
2014082322	061	061	40	6928
2014082322	265	265	84	6765
2014082322	265	265	84	5756
2014082322	061	061	39	7042
2014082322	252	601	24	3963
2014082322	252	601	25	4090
2014082322	239	239	40	2176
2014082322	086	086	21	2697
2014082322	052	052	13	739
2014082322	086	086	20	2687
2014082322	026	013	4	657
2014082322	081	366	7	667
2014082322	231	037	28	5637
2014082322	231	037	28	5660
2014082322	061	061	35	5278
2014082322	061	061	34	5256
2014082322	086	002	23	2334
2014082322	022	105	22	2393
2014082322	961	022	28	3363
2014082322	064	099	30	3983
2014082322	064	099	30	3914
2014082322	037	032	82	6675
2014082322	961	022	28	3295
2014082322	022	105	20	2274
2014082322	355	470	86	11884
2014082322	961	022	26	3246
2014082322	062	060	6	1317
2014082322	961	033	71	6550
2014082322	466	231	102	8866
2014082322	602	601	4	812
2014082322	058	071	42	4692
2014082322	058	071	39	4647
2014082322	098	094	26	2748
2014082322	102	102	60	2305
2014082322	100	059	21	3920
2014082322	060	101	16	1641
2014082322	466	231	96	8739
2014082322	601	601	8	1296
2014082322	052	002	14	1903
2014082322	094	060	15	3048
2014082322	111	111	38	5021
2014082322	355	355	225	30409
2014082322	298	028	26	4600
2014082322	041	961	32	3185
2014082322	062	056	26	5313
2014082322	062	056	26	5409
2014082322	961	033	57	5019
2014082322	056	058	66	9201
2014082323	037	032	61	6959
2014082323	061	061	199	27246
2014082323	144	144	114	10126
2014082323	061	061	199	27203
2014082323	062	351	27	4533
2014082323	062	351	27	4539
2014082323	466	064	16	2969
2014082323	061	061	179	19321
2014082323	011	011	23	3728
2014082323	466	064	16	3018
2014082323	101	101	2	232
2014082323	144	144	110	10450
2014082323	239	056	32	7067
2014082323	239	067	40	5435
2014082323	239	053	47	7144
2014082323	239	053	47	7093
2014082323	102	102	14	1268
2014082323	022	022	75	7091
2014082323	239	053	30	6650
2014082323	100	100	120	13032
2014082323	086	265	24	2675
2014082323	100	100	120	13244
2014082323	101	060	67	2133
2014082323	370	028	16	2754
2014082323	086	265	23	2746
2014082323	298	298	212	20918
2014082323	022	022	67	7351
2014082323	022	014	28	2664
2014082323	022	014	28	2628
2014082323	022	014	27	2732
2014082323	330	094	15	3434
2014082323	146	022	10	1506
2014082323	231	231	23	943
2014082323	094	466	4	618
2014082323	022	022	61	6969
2014082323	960	033	108	7504
2014082323	028	013	5	745
2014082323	053	436	63	8627
2014082323	053	436	62	8600
2014082323	053	436	62	8631
2014082323	056	026	409	4947
2014082323	070	370	39	5262
2014082323	056	093	1304	4894
2014082323	037	052	29	6383
2014082323	037	052	28	6395
2014082323	037	052	29	6354
2014082323	074	074	28	5186
2014082323	111	013	27	4621
2014082323	028	370	24	4004
2014082323	961	111	67	5513
2014082323	010	470	60	5519
2014082323	010	470	59	5609
2014082323	053	436	56	8580
2014082323	071	086	37	2942
2014082323	029	067	144	9348
2014082323	071	086	35	3026
2014082323	029	067	144	9570
2014082323	351	436	24	4645
2014082323	351	436	23	4612
2014082323	067	161	112	13838
2014082323	067	161	111	14118
2014082323	067	161	111	14061
2014082323	067	161	111	13767
2014082323	093	059	28	4059
2014082323	093	059	27	3979
2014082323	330	050	1096	7745
2014082323	094	239	27	2958
2014082323	960	370	19	2899
2014082323	330	137	22	3843
2014082323	059	094	13	2630
2014082323	059	094	12	2577
2014082323	014	010	10	1100
2014082323	014	010	11	1086
2014082323	014	010	10	1108
2014082323	052	029	32	4386
2014082323	032	062	115	10050
2014082323	052	029	32	4335
2014082323	032	062	113	9636
2014082323	032	062	115	9879
2014082323	032	062	113	9846
2014082323	231	231	117	13097
2014082323	710	369	69	11716
2014082323	014	156	25	2595
2014082323	014	053	99	8031
2014082323	091	033	11	2481
2014082323	090	086	54	6562
2014082323	090	086	53	6552
2014082323	014	013	8	351
2014082323	231	231	108	13079
2014082323	161	231	19	1664
2014082323	052	094	3	316
2014082323	053	053	180	21263
2014082323	052	094	3	302
2014082323	052	094	3	304
2014082323	094	298	115	15221
2014082400	013	014	19	2223
2014082400	013	366	165	10271
2014082400	601	164	23	2334
2014082400	601	164	25	2474
2014082400	601	164	23	2364
2014082400	013	013	5	557
2014082400	086	056	44	6215
2014082400	252	252	75	13981
2014082400	086	056	44	6148
2014082400	011	010	15	1306
2014082400	470	355	147	19088
2014082400	013	366	156	10075
2014082400	156	053	73	6481
2014082400	252	252	641	29190
2014082400	402	099	82	10285
2014082400	060	101	23	1709
2014082400	061	061	34	7312
2014082400	239	231	4	798
2014082400	351	061	81	7171
2014082400	351	061	80	7473
2014082400	029	355	46	4369
2014082400	298	052	22	4357
2014082400	029	355	44	4322
2014082400	164	164	88	9037
2014082400	164	239	69	7443
2014082400	164	239	67	7526
2014082400	164	239	67	7571
2014082400	011	355	14	3220
2014082400	067	086	15	2372
2014082400	067	086	40	2378
2014082400	164	164	80	9160
2014082400	105	086	19	4226
2014082400	239	239	9	89
2014082400	033	099	29	5290
2014082400	033	099	28	5384
2014082400	961	961	1	53
2014082400	056	056	6	567
2014082400	022	013	27	2848
2014082400	022	013	27	2915
2014082400	022	013	26	2791
2014082400	029	037	55	5053
2014082400	029	146	32	3548
2014082400	239	402	51	7083
2014082400	239	402	50	7120
2014082400	466	102	22	3983
2014082400	052	059	12	2293
2014082400	007	007	6	163
2014082400	239	161	27	2736
2014082400	020	355	30	4190
2014082400	020	355	29	4155
2014082401	059	059	15	3095
2014082401	056	067	64	10052
2014082401	056	067	64	9911
2014082401	355	156	35	3024
2014082401	355	156	34	3067
2014082401	349	011	59	4182
2014082401	349	011	58	3838
2014082401	146	037	22	1288
2014082401	059	052	10	2262
2014082401	086	366	28	6060
2014082401	055	061	28	7506
2014082401	161	349	35	1950
2014082401	355	067	21	3385
2014082401	355	067	21	3385
2014082401	161	349	29	1584
2014082401	052	298	19	4390
2014082401	239	156	11	1449
2014082401	239	156	12	1443
2014082401	239	156	12	1451
2014082401	437	470	13	2724
2014082401	033	024	14	2052
2014082401	052	056	8	1472
2014082401	021	036	59	1337
2014082401	061	090	136	13187
2014082401	061	053	21	2795
2014082401	156	086	53	5256
2014082401	156	086	52	5364
2014082401	156	086	52	5333
2014082401	161	436	12	2189
2014082401	161	436	13	2242
2014082401	052	067	88	12874
2014082402	037	086	26	4329
2014082402	037	086	26	4247
2014082402	007	096	22	2946
2014082402	062	032	81	8223
2014082402	053	090	114	9991
2014082402	062	032	79	7808
2014082402	062	032	78	7622
2014082402	062	059	11	1353
2014082402	093	351	26	2915
2014082402	053	053	182	15792
2014082402	061	056	19	4480
2014082402	093	351	21	2891
2014082402	710	164	18	2436
2014082402	161	096	29	4106
2014082402	013	072	24	1854
2014082402	013	022	36	5286
2014082402	013	022	35	5278
2014082402	013	022	34	5394
2014082402	053	053	121	7381
2014082402	086	067	24	2734
2014082402	086	067	23	2768
2014082402	036	036	9	71
2014082402	067	298	28	5488
2014082402	067	298	28	5480
2014082403	086	601	49	6279
2014082403	086	601	48	6115
2014082403	053	053	127	15674
2014082403	382	382	13	1451
2014082403	067	252	54	3058
2014082403	052	601	35	4596
2014082403	110	121	6	1259
2014082403	033	074	46	9280
2014082403	052	601	24	4590
2014082403	058	056	5	1000
2014082403	961	330	43	4565
2014082403	961	330	43	4731
2014082403	086	058	612	15896
2014082403	086	058	611	16162
2014082404	086	058	600	16389
2014082404	472	472	4	234
2014082404	252	100	25	4964
2014082405	472	432	49	1909
2014082405	472	432	50	1870
2014082405	059	231	40	6899
2014082405	059	231	40	6916
2014082406	231	239	20	2817
2014082406	231	059	22	3647
2014082406	231	059	21	3657
2014082406	239	470	17	888
2014082406	470	437	13	2080
2014082407	437	438	12	2093
2014082407	438	470	15	2623
2014082407	436	436	47	8937
2014082407	102	058	24	7263
2014082407	011	009	4	869
2014082407	470	064	18	3334
2014082408	064	062	19	2915
2014082408	056	094	8	1733
2014082408	062	099	16	2297
2014082408	020	070	15	1909
2014082408	007	013	59	4986
2014082408	432	370	16	2689
2014082408	036	110	9	1709
2014082409	231	239	3	798
2014082409	024	024	368	30605
2014082410	231	050	26	3506
2014082410	231	050	25	3563
2014082410	057	094	10	1954
2014082410	009	009	50	7467
2014082410	094	061	31	7226
2014082410	052	056	17	1509
2014082410	052	056	18	1474
2014082410	009	011	24	5805
2014082410	056	056	54	9625
2014082410	029	093	236	11137
2014082410	029	093	111	11137
2014082410	370	432	23	2691
2014082410	098	094	15	1347
2014082410	098	094	15	1372
2014082410	100	100	25	1931
2014082410	067	180	101	55
2014082410	601	710	39	4619
2014082410	056	061	30	2856
2014082410	056	061	30	2903
2014082410	601	710	38	4547
2014082410	052	061	132	4300
2014082410	093	033	26	3998
2014082410	102	100	5	741
2014082410	070	021	3	633
2014082410	067	086	30	4202
2014082410	067	086	30	4145
2014082411	024	355	15	3824
2014082411	024	355	16	3867
2014082411	102	102	11	1778
2014082411	436	061	25	7716
2014082411	061	064	31	3800
2014082411	061	064	31	3853
2014082411	101	101	2	73
2014082411	432	435	26	3357
2014082411	432	435	25	2636
2014082411	164	164	24	4412
2014082411	355	061	26	4651
2014082411	056	053	38	5237
2014082411	355	059	18	3943
2014082411	298	298	116	14524
2014082411	298	298	111	14681
2014082411	022	020	28	4580
2014082411	096	096	22	4523
2014082411	064	437	26	5303
2014082411	099	062	29	4663
2014082411	099	062	29	4629
2014082411	026	026	130	9930
2014082411	008	050	361	18788
2014082411	064	064	28	579
2014082411	064	064	28	537
2014082411	062	159	82	9460
2014082411	059	061	4	610
2014082411	062	159	82	9213
2014082411	062	159	81	9215
2014082411	231	231	36	4386
2014082411	960	093	22	2509
2014082411	008	032	25	2852
2014082411	008	032	25	2862
2014082411	074	712	23	2421
2014082411	074	712	23	2372
2014082411	052	086	20	3573
2014082411	061	064	15	3442
2014082411	061	064	15	3381
2014082411	086	115	186	9007
2014082411	086	115	85	8807
2014082411	349	349	199	18190
2014082411	058	058	195	4008
2014082412	239	239	25	2329
2014082412	008	008	122	14649
2014082412	055	355	24	3714
2014082412	101	052	23	3275
2014082412	432	435	8	1388
2014082412	026	026	101	10024
2014082412	349	349	185	18047
2014082412	064	470	13	3324
2014082412	064	064	17	2417
2014082412	064	064	17	2450
2014082412	064	470	13	3259
2014082412	086	086	30	3473
2014082412	052	062	30	4190
2014082412	007	074	226	25853
2014082412	050	231	21	3408
2014082412	712	602	21	2466
2014082412	050	231	160	3420
2014082412	712	602	21	2415
2014082412	059	059	57	3771
2014082412	298	390	39	9209
2014082412	060	064	85	14032
2014082412	060	064	84	13969
2014082412	437	437	20	3481
2014082412	062	099	19	3689
2014082412	062	099	19	3651
2014082412	007	074	215	25188
2014082412	020	022	3	677
2014082412	061	436	24	7780
2014082412	470	435	16	2380
2014082412	470	435	16	2338
2014082412	138	013	86	9807
2014082412	159	161	10	1819
2014082412	100	064	23	4894
2014082412	013	028	19	1921
2014082412	161	093	18	2523
2014082412	013	028	19	1886
2014082412	435	059	60	11108
2014082412	064	062	18	2834
2014082412	064	062	17	2803
2014082412	138	013	79	9736
2014082412	067	090	19	2260
2014082412	067	090	17	2248
2014082412	099	265	37	4433
2014082412	602	074	18	1531
2014082412	602	074	18	1519
2014082412	099	055	4	316
2014082412	437	351	35	3734
2014082412	086	033	14	2436
2014082412	055	265	31	4067
2014082412	370	028	16	3005
2014082412	435	402	27	2989
2014082412	435	402	29	3101
2014082412	098	098	186	13148
2014082412	099	100	6	1043
2014082412	029	029	27	2321
2014082412	062	062	199	21973
2014082412	437	351	26	3653
2014082412	064	436	18	4396
2014082412	062	062	198	22239
2014082412	090	086	25	2064
2014082412	086	086	203	15525
2014082412	032	037	17	1147
2014082412	050	050	116	9033
2014082412	098	098	178	12993
2014082412	472	156	47	4149
2014082412	472	156	44	4118
2014082412	090	033	21	2270
2014082412	390	081	8	1090
2014082412	090	033	20	2148
2014082412	435	432	94	8664
2014082412	096	096	32	3716
2014082412	239	239	29	2123
2014082412	111	121	9	1031
2014082412	435	432	93	10969
2014082412	020	355	23	4126
2014082412	062	052	11	3544
2014082412	033	071	27	3063
2014082413	436	052	150	15227
2014082413	061	349	54	7569
2014082413	050	050	107	8843
2014082413	436	052	148	15067
2014082413	436	052	152	15725
2014082413	432	058	67	2070
2014082413	436	437	15	2836
2014082413	061	061	103	16977
2014082413	144	402	153	7639
2014082413	021	024	114	5058
2014082413	370	370	2	89
2014082413	101	052	25	3463
2014082413	370	370	29	4631
2014082413	231	231	187	23252
2014082413	061	061	96	13765
2014082413	435	435	431	32253
2014082413	061	059	6	614
2014082413	180	011	77	6491
2014082413	090	090	102	14814
2014082413	180	011	76	6546
2014082413	370	029	15	2873
2014082413	121	061	305	46126
2014082413	061	061	93	13744
2014082413	029	960	24	2097
2014082413	029	960	23	2229
2014082413	041	099	103	7296
2014082413	022	020	3	661
2014082413	438	349	148	14487
2014082413	059	061	50	8580
2014082413	053	053	205	12035
2014082413	059	061	50	8633
2014082413	058	064	21	4190
2014082413	096	434	29	4243
2014082413	096	434	29	4282
2014082413	437	349	12	2577
2014082413	137	180	3	510
2014082413	144	402	138	7328
2014082413	355	086	85	21216
2014082413	061	061	85	15770
2014082413	231	231	7	649
2014082413	053	053	199	11951
2014082413	137	137	30	581
2014082413	028	099	91	6950
2014082413	064	061	27	3461
2014082413	064	061	28	3489
