dt	f	t	l	d
2014082314	059	058	38	7980
2014082314	164	086	85	12501
2014082314	061	037	116	9840
2014082314	164	086	82	12427
2014082314	061	061	62	11110
2014082314	144	022	25	3046
2014082314	156	231	9	2005
2014082314	144	022	25	3103
2014082314	402	435	11	2297
2014082314	090	064	171	11970
2014082314	088	002	34	3455
2014082314	402	435	10	2284
2014082314	090	064	171	10653
2014082314	164	164	73	7492
2014082314	438	355	108	13781
2014082314	438	355	107	13626
2014082314	436	436	68	12192
2014082314	101	057	10	878
2014082314	101	057	9	884
2014082314	061	021	59	8312
2014082314	020	033	32	3487
2014082314	020	033	32	3561
2014082314	090	064	161	11496
2014082314	052	059	12	2291
2014082314	099	432	23	4994
2014082314	061	021	53	8188
2014082314	002	239	33	2184
2014082314	002	239	32	2268
2014082314	026	007	13	1637
2014082314	033	265	13	3275
2014082314	164	164	60	6048
2014082314	164	164	61	5740
2014082314	099	022	70	8492
2014082314	071	093	31	1147
2014082314	060	060	112	12621
2014082314	086	086	161	15312
2014082314	435	437	8	1055
2014082314	115	041	37	3497
2014082314	071	093	28	1135
2014082314	432	062	47	9619
2014082314	011	071	14	1754
2014082314	054	054	10	330
2014082314	432	062	46	9640
2014082314	115	041	37	3559
2014082314	026	067	118	13140
2014082314	100	100	27	1745
2014082314	026	960	18	2619
2014082314	058	355	19	3408
2014082314	058	355	18	3416
2014082314	026	067	113	12533
2014082314	009	002	24	1398
2014082314	088	601	45	6164
2014082314	074	602	21	2728
2014082314	074	602	21	2666
2014082314	111	022	9	1278
2014082314	111	022	9	1270
2014082314	159	071	18	1359
2014082314	159	071	12	1490
2014082314	432	139	124	7422
2014082314	159	071	16	1319
2014082314	067	062	51	8598
2014082314	111	104	262	27740
2014082314	008	002	16	1327
2014082314	061	052	23	3928
2014082314	061	052	22	3904
2014082314	094	052	8	304
2014082314	094	052	7	316
2014082314	086	156	151	11273
2014082314	086	156	153	10736
2014082314	011	960	26	3205
2014082314	011	960	26	3234
2014082314	090	067	30	2225
2014082314	052	062	19	3767
2014082314	061	059	6	604
2014082314	090	252	71	1976
2014082314	090	252	24	1976
2014082314	052	062	17	3600
2014082314	029	601	212	20456
2014082314	115	111	3	273
2014082314	960	024	19	2873
2014082314	052	052	55	6356
2014082315	052	052	55	6411
2014082315	062	355	81	8098
2014082315	115	111	13	292
2014082315	111	140	44	4361
2014082315	002	088	25	3161
2014082315	961	010	10	1427
2014082315	157	064	128	11527
2014082315	265	088	24	2587
2014082315	265	088	36	2521
2014082315	059	058	5	530
2014082315	402	601	105	11000
2014082315	052	058	12	1794
2014082315	435	960	43	7824
2014082315	435	960	43	7833
2014082315	052	053	5	996
2014082315	435	435	152	17403
2014082315	022	022	5	77
2014082315	052	064	33	6434
2014082315	143	143	25	3785
2014082315	021	074	132	12017
2014082315	434	402	203	12098
2014082315	115	029	55	6199
2014082315	058	002	26	3689
2014082315	402	710	101	11282
2014082315	390	037	28	3463
2014082315	390	037	26	3389
2014082315	052	033	89	9338
2014082315	438	438	21	3293
2014082315	111	029	49	5744
2014082315	008	050	6	385
2014082315	033	052	21	3649
2014082315	099	056	21	2854
2014082315	033	052	20	3714
2014082315	086	032	28	3671
2014082315	435	435	142	17281
2014082315	058	064	23	4547
2014082315	058	053	4	922
2014082315	351	064	27	2295
2014082315	062	351	26	4625
2014082315	052	033	82	9466
2014082315	062	061	102	12760
2014082315	099	099	73	8141
2014082315	062	351	25	4474
2014082315	088	050	22	2362
2014082315	351	064	25	2276
2014082315	146	024	18	2250
2014082315	059	061	107	14189
2014082315	099	099	71	8092
2014082315	059	061	108	14375
2014082315	062	061	100	12509
2014082315	067	067	304	17585
2014082315	239	067	42	4980
2014082315	008	056	28	4784
2014082315	072	239	70	8268
2014082315	239	067	41	5055
2014082315	050	349	186	18843
2014082315	067	067	116	15194
2014082315	022	013	44	4159
2014082315	067	086	14	2830
2014082315	011	144	262	23764
2014082315	231	330	22	2507
2014082315	060	099	37	3834
2014082315	022	013	43	4086
2014082315	088	094	29	4412
2014082315	088	094	29	4406
2014082315	351	144	46	8274
2014082315	239	002	17	1986
2014082315	093	298	31	3502
2014082315	601	088	100	13640
2014082315	239	061	53	7796
2014082315	239	053	15	2938
2014082315	088	094	26	4322
2014082315	060	099	32	3787
2014082315	041	041	153	14224
2014082315	093	960	26	2442
2014082315	143	143	28	3330
2014082315	041	041	152	13211
2014082315	239	239	56	5509
2014082315	111	239	97	9111
2014082315	064	064	249	22725
2014082315	067	067	4	173
2014082315	021	032	25	2860
2014082315	111	239	95	8982
2014082315	093	298	25	3136
2014082315	064	064	247	22412
2014082315	088	140	100	15212
2014082315	088	140	100	15167
2014082315	602	062	22	1901
2014082315	602	062	23	1941
2014082315	067	062	89	12936
2014082315	067	062	92	12993
2014082315	088	090	152	8135
2014082315	041	071	51	2113
2014082315	041	071	50	2044
2014082315	056	067	30	3361
2014082315	067	067	101	15372
2014082315	059	061	31	2768
2014082315	037	121	27	2703
2014082315	037	121	26	2593
2014082315	021	032	19	2999
2014082315	064	139	67	7782
2014082315	064	139	67	7741
2014082315	002	008	17	1615
2014082315	072	010	29	2566
2014082315	115	231	116	12370
2014082315	239	239	46	5529
2014082315	024	090	27	3606
2014082315	090	090	146	7496
2014082315	072	010	28	2530
2014082315	022	088	16	3071
2014082315	059	067	30	4051
2014082315	022	088	16	3050
2014082315	064	432	26	5595
2014082315	140	115	111	6977
2014082315	140	115	127	6832
2014082315	032	140	25	4116
2014082315	351	436	17	2707
2014082315	072	071	45	2995
2014082315	072	071	45	2881
2014082315	002	093	4	553
2014082315	351	436	16	2711
2014082315	438	062	203	9301
2014082315	330	330	29	3883
2014082315	351	061	25	5256
2014082315	466	390	37	3975
2014082315	074	024	106	16597
2014082315	074	099	92	11804
2014082315	074	024	106	16599
2014082315	024	086	53	5531
2014082315	071	231	27	3945
2014082315	024	086	53	5709
2014082315	026	115	29	4925
2014082315	071	231	25	3965
2014082315	013	961	24	2242
2014082315	071	231	25	3887
2014082315	074	099	87	11592
2014082315	053	056	124	11008
2014082315	096	103	28	3961
2014082315	067	164	57	6360
2014082315	067	164	57	6479
2014082315	094	064	30	6714
2014082315	438	062	191	8796
2014082315	094	064	30	6750
2014082315	053	056	124	11063
2014082315	094	064	30	6759
2014082316	033	052	19	3649
2014082316	143	143	26	2742
2014082316	072	072	105	6503
2014082316	024	086	47	5382
2014082316	104	104	8	149
2014082316	067	067	265	17550
2014082316	355	033	11	1999
2014082316	436	434	21	675
2014082316	436	434	21	835
2014082316	366	140	307	21935
2014082316	062	053	18	2854
2014082316	111	105	151	19613
2014082316	062	053	17	2789
2014082316	014	961	15	1590
2014082316	140	140	18	876
2014082316	369	140	303	22178
2014082316	099	058	7	1235
2014082316	014	026	14	1076
2014082316	014	026	12	1065
2014082316	009	011	8	857
2014082316	064	053	106	5742
2014082316	056	062	24	4380
2014082316	064	053	53	5468
2014082316	067	067	114	4531
2014082316	961	961	19	2630
2014082316	033	111	75	2111
2014082316	002	156	100	11218
2014082316	137	161	14	2397
2014082316	143	143	50	4329
2014082316	349	438	14	2879
2014082316	140	071	18	2621
2014082316	033	111	74	2084
2014082316	432	435	13	1490
2014082316	432	436	36	5094
2014082316	061	052	11	2905
2014082316	007	011	16	1172
2014082316	007	011	16	1202
2014082316	002	156	97	11139
2014082316	143	143	46	4480
2014082316	057	056	44	5899
2014082316	013	231	33	3939
2014082316	121	111	70	1888
2014082316	071	164	118	11045
2014082316	022	961	13	2409
2014082316	062	061	370	27360
2014082316	144	021	81	3836
2014082316	013	231	32	3887
2014082316	071	164	117	11343
2014082316	161	231	37	5268
2014082316	104	086	27	5670
2014082316	104	086	27	5664
2014082316	144	021	56	3887
2014082316	086	115	37	6734
2014082316	052	088	82	16305
2014082316	097	010	61	5470
2014082316	056	053	7	616
2014082316	052	088	81	16785
2014082316	090	094	63	5731
2014082316	020	062	77	12272
2014082316	020	062	77	12448
2014082316	009	144	204	21741
2014082316	067	067	57	4757
2014082316	434	432	9	824
2014082316	434	432	9	888
2014082316	055	055	70	9101
2014082316	062	064	17	2742
2014082316	062	064	17	2724
2014082316	052	298	17	4412
2014082316	071	710	71	8051
2014082316	033	164	117	14422
2014082316	115	115	273	32034
2014082316	061	059	58	7704
2014082316	033	164	116	14967
2014082316	140	144	127	8997
2014082316	143	143	29	1856
2014082316	053	067	100	4488
2014082316	013	037	21	1770
2014082316	088	024	19	2685
2014082316	071	086	41	7355
2014082316	055	055	57	6424
2014082316	021	094	45	7034
2014082316	961	961	29	4182
2014082316	064	438	25	6040
2014082316	064	438	25	5923
2014082316	064	438	25	5972
2014082316	071	013	25	2511
2014082316	071	013	24	2554
2014082316	156	156	3	144
2014082316	061	062	30	5713
2014082316	055	055	59	6677
2014082316	024	024	27	855
2014082316	057	057	84	9050
2014082316	091	090	92	6940
2014082316	099	098	6	927
2014082316	099	098	6	900
2014082316	961	033	30	2219
2014082316	156	055	32	5335
2014082316	028	026	11	557
2014082316	961	033	22	2121
2014082316	028	026	10	559
2014082316	105	037	303	17438
2014082316	002	056	21	3736
2014082316	067	088	29	5421
2014082316	009	115	18	4314
2014082316	088	093	14	2158
2014082316	022	013	111	8539
2014082316	349	064	18	2781
2014082316	096	067	101	12772
2014082316	349	064	18	2738
2014082316	382	402	9	1741
2014082316	014	070	16	2084
2014082316	140	140	11	261
2014082316	014	070	14	2125
2014082316	057	096	13	2372
2014082316	024	090	23	3363
2014082316	961	062	80	8896
2014082316	052	056	92	7992
2014082316	961	062	80	8743
2014082316	961	062	121	8901
2014082316	052	056	92	8106
2014082316	086	265	102	8990
2014082316	139	064	34	5301
2014082316	369	010	12	1950
2014082316	033	140	54	7618
2014082316	094	094	156	18737
2014082316	037	020	26	4239
2014082316	470	061	28	6714
2014082316	086	960	25	3651
2014082316	086	960	25	3624
2014082316	139	064	29	5362
2014082316	712	071	30	7822
2014082316	712	071	30	7786
2014082316	086	960	268	14061
2014082316	086	435	58	7277
2014082316	096	067	90	12823
2014082316	101	101	65	8186
2014082316	086	960	268	23505
2014082316	960	014	31	3589
2014082316	960	014	31	3377
2014082316	140	013	22	1888
2014082316	960	014	31	3412
2014082316	086	435	56	7330
2014082316	140	013	21	1841
2014082316	330	102	69	6418
2014082316	330	102	69	6270
2014082316	143	143	24	2189
2014082316	435	161	19	3065
2014082316	064	064	185	26856
2014082316	053	056	12	904
2014082316	086	022	29	3693
2014082317	026	041	128	9654
2014082317	086	086	25	2427
2014082317	071	093	13	1333
2014082317	070	022	13	2429
2014082317	026	041	127	9750
2014082317	070	022	14	2376
2014082317	094	239	16	1774
2014082317	064	062	23	2891
2014082317	064	062	43	2803
2014082317	064	349	13	2738
2014082317	064	349	13	2746
2014082317	099	960	73	8470
2014082317	099	960	71	8435
2014082317	140	960	26	3052
2014082317	330	330	27	3048
2014082317	086	265	83	8907
2014082317	026	032	11	1025
2014082317	026	032	11	1123
2014082317	239	239	78	11030
2014082317	032	159	80	4151
2014082317	097	064	24	3922
2014082317	355	472	218	21338
2014082317	097	064	24	3671
2014082317	157	008	45	4429
2014082317	157	008	45	4318
2014082317	061	061	25	2640
2014082317	058	059	119	11341
2014082317	011	011	7	98
2014082317	061	061	22	2538
2014082317	061	061	144	19897
2014082317	013	037	25	1582
2014082317	436	435	148	11584
2014082317	013	037	25	1617
2014082317	061	061	111	11998
2014082317	156	086	141	13756
2014082317	067	067	118	16413
2014082317	156	086	141	15686
2014082317	029	138	39	3830
2014082317	029	138	39	3753
2014082317	062	062	26	3779
2014082317	081	369	105	9221
2014082317	061	052	11	2883
2014082317	013	013	7	822
2014082317	138	111	433	36543
2014082317	061	059	15	667
2014082317	143	143	19	2350
2014082317	164	466	38	7824
2014082317	064	061	41	5627
2014082317	156	161	5	657
2014082317	021	052	50	5570
2014082317	013	146	22	2470
2014082317	021	052	50	5680
2014082317	013	146	22	2458
2014082317	064	061	40	5684
2014082317	021	052	50	5658
2014082317	011	059	66	6495
2014082317	231	710	117	8065
2014082317	231	710	119	7767
2014082317	032	056	134	7457
2014082317	094	052	197	16552
2014082317	059	110	41	7974
2014082317	086	064	37	8790
2014082317	094	052	197	16630
2014082317	032	105	31	3248
2014082317	011	059	63	6650
2014082317	032	105	29	3471
2014082317	032	159	65	4404
2014082317	438	161	38	4651
2014082317	438	161	38	4572
2014082317	164	164	118	18061
2014082317	022	022	19	81
2014082317	002	052	44	7114
2014082317	094	052	195	17261
2014082317	164	164	121	17867
2014082317	164	164	120	18055
2014082317	094	091	21	3011
2014082317	064	349	17	2846
2014082317	436	435	136	11341
2014082317	064	349	16	2750
2014082317	138	041	1551	27754
2014082317	064	349	17	2826
2014082317	064	349	15	2760
2014082317	013	022	71	5560
2014082317	081	369	94	9238
2014082317	086	062	56	8243
2014082317	161	161	24	3091
2014082317	164	074	23	1929
2014082317	086	062	55	8225
2014082317	059	061	95	11292
2014082317	355	355	97	12729
2014082317	033	014	125	23483
2014082317	064	064	101	17056
2014082317	164	074	21	1899
2014082317	064	064	101	16856
2014082317	090	056	26	4263
2014082317	239	094	76	5686
2014082317	064	351	8	1782
2014082317	064	351	9	1709
2014082317	061	061	127	19876
2014082317	059	061	91	11694
2014082317	021	146	29	2450
2014082317	084	011	52	5803
2014082317	008	011	9	990
2014082317	032	402	218	12544
2014082317	062	062	76	14212
2014082317	961	140	22	2942
2014082317	021	146	27	2403
2014082317	052	351	145	13011
2014082317	239	094	71	5578
2014082317	239	094	71	5846
2014082317	059	056	120	17767
2014082317	231	111	55	8310
2014082317	052	436	54	10738
2014082317	115	011	61	6918
2014082317	084	011	50	5719
2014082317	466	366	46	4608
2014082317	033	056	24	5119
2014082317	143	143	27	1455
2014082317	090	086	109	11872
2014082317	062	351	37	5658
2014082317	062	351	37	5731
2014082317	159	349	28	5260
2014082317	061	062	6	704
2014082317	140	402	28	4159
2014082317	052	052	99	14392
2014082317	064	064	72	7465
2014082317	067	231	28	2280
2014082317	072	071	86	10434
2014082317	052	052	99	9027
2014082317	059	052	25	2791
2014082317	052	351	138	13285
2014082317	055	062	43	5231
2014082317	067	231	24	2221
2014082317	239	402	24	2062
2014082317	062	059	5	1302
2014082317	094	710	91	6105
2014082317	239	402	24	2095
2014082317	093	088	26	2425
2014082317	022	355	25	3534
2014082317	115	111	2	269
2014082317	115	032	15	3005
2014082317	002	052	28	3328
2014082317	022	355	23	3516
2014082317	033	052	17	3644
2014082317	011	010	4	396
2014082317	111	032	13	2699
2014082317	056	056	125	13877
2014082317	466	094	2	604
2014082317	056	056	125	14279
2014082317	033	355	14	1927
2014082317	059	052	12	2303
2014082317	059	052	12	2315
2014082317	008	022	42	4137
2014082317	062	062	6	753
2014082318	601	064	41	5991
2014082318	601	064	40	5985
2014082318	094	094	17	69
2014082318	438	438	107	15202
2014082318	438	438	107	15398
2014082318	028	002	92	7357
2014082318	961	059	93	8053
2014082318	061	355	22	4504
2014082318	061	355	22	4594
2014082318	961	059	92	8651
2014082318	143	432	151	15656
2014082318	056	060	13	2873
2014082318	067	067	51	3416
2014082318	349	437	14	2595
2014082318	032	402	189	12703
2014082318	067	053	42	3671
2014082318	062	252	116	13873
2014082318	349	437	14	2589
2014082318	002	161	21	1909
2014082318	062	252	126	13542
2014082318	002	161	20	1913
2014082318	002	161	19	1913
2014082318	161	231	27	1580
2014082318	026	029	232	13105
2014082318	088	033	49	3299
2014082318	074	710	15	2352
2014082318	074	710	15	2376
2014082318	067	252	101	3740
2014082318	033	355	17	1992
2014082318	355	052	8	1654
2014082318	033	355	16	1995
2014082318	096	102	20	3455
2014082318	298	021	47	3546
2014082318	093	239	10	2003
2014082318	298	021	47	3595
2014082318	298	349	110	14063
2014082318	022	036	19	2964
2014082318	161	093	38	3751
2014082318	081	028	54	3614
2014082318	024	059	24	7089
2014082318	088	033	40	3383
2014082318	231	013	104	15788
2014082318	355	059	48	6364
2014082318	402	064	103	15615
2014082318	024	298	15	2221
2014082318	432	330	31	937
2014082318	024	298	14	2193
2014082318	402	064	103	15555
2014082318	351	061	66	7175
2014082318	011	157	1064	1872
2014082318	029	252	168	15731
2014082318	061	064	26	5735
2014082318	029	011	15	1145
2014082318	349	349	165	14102
2014082318	062	062	54	6070
2014082318	062	062	51	6117
2014082318	138	074	72	11053
2014082318	138	074	73	11506
2014082318	138	074	71	11343
2014082318	007	007	138	5362
2014082318	355	062	76	9938
2014082318	138	074	69	11206
2014082318	602	602	108	19164
2014082318	140	013	5	1094
2014082318	140	961	10	1890
2014082318	355	062	76	9775
2014082318	602	602	109	19049
2014082318	067	265	155	16317
2014082318	355	960	46	4324
2014082318	090	086	23	2407
2014082318	070	033	15	2724
2014082318	002	010	13	1817
2014082318	298	349	94	13620
2014082318	601	033	67	8008
2014082318	710	059	23	1966
2014082318	013	028	9	880
2014082318	013	002	53	6881
2014082318	355	960	43	3975
2014082318	710	059	22	2003
2014082318	098	102	11	1386
2014082318	098	102	11	1386
2014082318	349	470	4	547
2014082318	067	067	139	15045
2014082318	081	028	40	3024
2014082318	008	056	38	4747
2014082318	432	435	12	1490
2014082318	008	056	38	4735
2014082318	161	002	23	3828
2014082318	022	298	17	2760
2014082318	351	061	51	6763
2014082318	140	067	59	10328
2014082318	002	002	59	5049
2014082318	140	180	14	951
2014082318	058	058	38	5329
2014082318	007	007	131	5878
2014082318	058	058	38	5272
2014082318	601	601	192	26405
2014082318	008	032	19	2160
2014082318	355	090	58	6172
2014082318	355	090	58	5929
2014082318	088	067	42	4367
2014082318	088	067	42	4494
2014082318	056	059	21	4770
2014082318	096	097	3	475
2014082318	094	115	179	15225
2014082318	056	265	23	3945
2014082318	094	115	174	15468
2014082318	710	057	28	4843
2014082318	710	057	27	4792
2014082318	710	057	25	4831
2014082318	011	252	284	14767
2014082318	052	052	56	9142
2014082318	710	057	26	4806
2014082318	062	101	349	27495
2014082318	710	057	24	4670
2014082318	028	067	95	10457
2014082318	097	067	121	18469
2014082318	159	090	90	8041
2014082318	159	090	90	8155
2014082318	064	062	28	3126
2014082318	064	062	23	3032
2014082318	121	355	29	4555
2014082318	349	062	61	8127
2014082318	064	062	22	3240
2014082318	349	062	60	8400
2014082318	002	021	55	6814
2014082318	041	157	36	3465
2014082318	349	062	60	7978
2014082318	355	052	16	1662
2014082318	062	059	57	4369
2014082318	355	052	15	1694
2014082318	053	064	31	5503
2014082318	062	062	156	9572
2014082318	370	370	25	4265
2014082318	098	096	30	2039
2014082318	601	164	13	2274
2014082318	601	164	13	2270
2014082318	064	061	23	5517
2014082318	029	143	27	4165
2014082318	029	143	27	4525
2014082318	330	099	25	5055
2014082318	180	138	6	483
2014082318	351	058	99	11759
2014082318	351	056	94	12445
2014082318	351	058	99	11896
2014082318	102	053	45	3032
2014082318	094	053	41	1310
2014082318	062	062	17	1462
2014082318	062	033	84	8558
2014082318	014	014	3	553
2014082319	094	355	84	13895
2014082319	094	355	84	13955
2014082319	138	369	23	2097
2014082319	138	369	22	2054
2014082319	059	056	29	5588
2014082319	330	366	24	2489
2014082319	059	094	15	2581
2014082319	059	094	15	2597
2014082319	057	161	111	14747
2014082319	252	033	59	5599
2014082319	021	033	13	1929
2014082319	072	072	17	1159
2014082319	438	052	55	12027
2014082319	435	435	43	6038
2014082319	067	067	53	3675
2014082319	137	008	70	4267
2014082319	110	111	5	447
2014082319	121	086	77	7122
2014082319	057	057	102	8161
2014082319	024	024	113	10191
2014082319	121	086	76	7183
2014082319	252	033	54	5556
2014082319	052	056	16	1498
2014082319	062	101	322	27311
2014082319	056	056	15	53
2014082319	056	062	10	2366
2014082319	146	072	15	1112
2014082319	071	071	175	18565
2014082319	071	071	174	18480
2014082319	056	058	5	334
2014082319	062	052	125	13944
2014082319	355	056	21	3114
2014082319	056	052	61	6877
2014082319	062	052	124	14300
2014082319	111	146	12	1372
2014082319	067	159	23	5290
2014082319	055	052	95	12345
2014082319	061	061	71	6332
2014082319	355	355	27	4951
2014082319	056	061	14	1666
2014082319	064	110	109	13348
2014082319	161	239	13	790
2014082319	298	355	13	2775
2014082319	064	110	103	13156
2014082319	064	052	47	6846
2014082319	601	601	24	1402
2014082319	601	601	24	1421
2014082319	370	370	16	1909
2014082319	067	067	66	5068
2014082319	161	239	11	784
2014082319	466	466	59	5597
2014082319	058	061	12	1159
2014082319	102	053	25	2967
2014082319	024	024	100	10158
2014082319	032	101	47	7116
2014082319	062	064	17	2964
2014082319	601	067	133	6130
2014082319	062	057	21	1733
2014082319	053	156	79	10720
2014082319	062	057	16	1780
2014082319	033	090	25	3524
2014082319	143	143	8	1102
2014082319	059	059	33	4153
2014082319	037	144	12	1525
2014082319	037	144	12	1441
2014082319	330	435	68	9534
2014082319	099	062	32	3058
2014082319	369	369	46	4976
2014082319	014	014	3	75
2014082319	137	008	49	4026
2014082319	369	369	44	5141
2014082319	002	067	51	4253
2014082319	061	061	71	8069
2014082319	434	438	14	1956
2014082319	032	960	29	1703
2014082319	143	022	22	2995
2014082319	355	355	41	3804
2014082319	143	022	21	2987
2014082319	434	438	13	1788
2014082319	062	056	20	3007
2014082319	146	081	36	3818
2014082319	601	601	138	11886
2014082319	466	466	49	5574
2014082319	014	014	1	55
2014082319	056	022	47	7696
2014082319	355	100	20	3941
2014082319	061	061	32	2926
2014082319	061	061	31	3022
2014082319	239	097	23	2011
2014082319	239	097	22	2109
2014082319	062	355	26	5358
2014082319	062	355	26	5466
2014082319	014	081	144	21055
2014082319	061	355	19	4563
2014082319	062	355	24	5305
2014082319	062	062	35	5382
2014082319	355	355	34	3865
2014082319	111	032	20	2611
2014082319	056	056	194	1901
2014082319	059	062	20	2503
2014082319	086	032	22	2869
2014082319	088	090	19	1890
2014082319	059	062	19	2421
2014082319	052	059	12	2305
2014082319	088	090	19	1913
2014082319	086	032	21	2822
2014082319	121	032	25	3210
2014082319	111	032	18	2658
2014082319	057	055	127	8296
2014082319	062	058	46	3197
2014082319	466	054	110	10908
2014082319	064	062	22	4486
2014082319	061	061	59	8002
2014082319	466	054	105	11245
2014082319	090	090	21	3838
2014082319	115	144	98	9448
2014082319	093	093	159	18167
2014082319	093	002	172	18929
2014082319	115	144	98	9407
2014082319	601	164	33	2566
2014082319	601	164	23	2538
2014082319	093	002	171	19106
2014082319	057	057	99	4073
2014082319	057	094	21	1913
2014082319	053	053	47	2632
2014082319	057	094	19	1915
2014082319	710	231	49	6307
2014082319	710	231	50	6360
2014082319	055	055	68	10060
2014082319	355	064	72	8274
2014082319	094	094	28	67
2014082319	056	053	3	528
2014082319	710	231	49	6303
2014082319	067	056	49	4004
2014082319	033	438	46	7914
2014082319	059	062	8	1294
2014082319	020	022	6	665
2014082319	052	062	22	3638
2014082319	067	056	53	3875
2014082319	059	061	4	596
2014082319	086	239	115	10146
2014082319	086	239	116	10085
2014082319	067	053	28	3365
2014082319	056	007	34	5756
2014082319	056	052	17	2152
2014082319	056	007	34	5846
2014082319	067	053	30	3324
2014082319	056	007	34	4872
2014082319	061	053	59	4090
2014082319	022	022	14	1464
2014082319	056	007	40	5125
2014082319	057	055	112	7955
2014082319	056	355	21	3156
2014082319	061	056	191	9125
2014082319	097	093	127	19158
2014082319	097	053	12	1694
2014082319	061	056	190	9035
2014082319	053	102	12	2668
2014082319	061	298	77	10048
2014082319	355	298	37	6530
2014082319	960	961	89	7722
2014082319	055	057	53	7824
2014082319	052	002	51	7130
2014082319	062	061	57	10375
2014082319	180	009	18	2334
2014082319	052	355	71	9989
2014082319	180	009	17	2350
2014082319	058	007	27	4690
2014082319	252	067	3	159
2014082319	056	061	10	1556
2014082319	097	058	21	2284
2014082319	061	298	73	8645
2014082319	059	052	14	2327
2014082319	097	058	21	2235
2014082319	960	961	85	7931
2014082319	100	062	29	5441
2014082319	052	355	70	9893
2014082319	366	028	26	2960
2014082319	100	062	28	5354
2014082319	252	102	161	15410
2014082319	355	064	56	9017
2014082319	252	102	156	15462
2014082319	022	022	16	1425
2014082319	022	022	17	1413
2014082320	061	059	3	614
2014082320	061	059	3	610
2014082320	062	062	12	2740
2014082320	057	055	82	9338
2014082320	057	055	81	9144
2014082320	067	067	28	1304
2014082320	094	239	14	1784
2014082320	094	239	14	1784
2014082320	028	013	10	810
2014082320	028	013	8	906
2014082320	032	067	70	7475
2014082320	053	093	368	17573
2014082320	053	093	118	17573
2014082320	032	067	68	7351
2014082320	059	058	4	537
2014082320	059	058	3	539
2014082320	438	349	18	3210
2014082320	438	349	18	3069
2014082320	239	138	14	2397
2014082320	032	033	27	2985
2014082320	157	010	27	2146
2014082320	052	007	16	2956
2014082320	239	067	18	2922
2014082320	239	067	18	2883
2014082320	057	056	14	2793
2014082320	059	093	58	4163
2014082320	059	093	31	4163
2014082320	059	093	29	4163
2014082320	059	093	29	4163
2014082320	059	093	28	4163
2014082320	058	052	9	1766
2014082320	094	102	29	4700
2014082320	058	052	9	1770
2014082320	062	062	9	1037
2014082320	064	064	136	16460
2014082320	062	062	27	3575
2014082320	094	144	38	6891
2014082320	011	369	189	24446
2014082320	061	059	32	5352
2014082320	064	064	24	4523
2014082320	096	351	27	3934
2014082320	096	351	27	4034
2014082320	064	064	24	4502
2014082320	239	239	12	1839
2014082320	159	090	56	9168
2014082320	052	064	38	6328
2014082320	164	074	21	1515
2014082320	090	094	93	7724
2014082320	013	369	8	1337
2014082320	013	369	7	1333
2014082320	164	164	4	330
2014082320	052	096	15	1376
2014082320	470	437	16	2101
2014082320	011	011	87	6752
2014082320	052	033	51	7369
2014082320	062	062	42	3632
2014082320	052	096	12	1392
2014082320	470	437	14	2072
2014082320	090	252	222	17742
2014082320	090	003	4162	124525
2014082320	059	298	53	8023
2014082320	064	330	36	5454
2014082320	355	298	23	2697
2014082320	021	021	27	253
2014082320	058	060	43	6138
2014082320	437	064	23	5313
2014082320	239	138	18	2407
2014082320	239	138	18	2417
2014082320	022	086	21	3079
2014082320	059	298	50	7890
2014082320	058	060	42	6156
2014082320	002	138	21	3608
2014082320	062	061	30	4069
2014082320	002	138	20	3630
2014082320	002	138	20	3573
2014082320	164	074	13	1337
2014082320	436	064	22	4435
2014082320	067	265	91	2189
2014082320	436	064	21	4410
2014082320	059	298	46	7890
2014082320	028	366	26	4292
2014082320	239	239	7	976
2014082320	007	143	47	6630
2014082320	064	064	32	6393
2014082320	064	064	32	6307
2014082320	052	061	78	8613
2014082320	052	056	49	1588
2014082320	052	061	77	8876
2014082320	056	355	20	3079
2014082320	053	466	24	1911
2014082320	094	466	16	610
2014082320	009	011	72	6115
2014082320	022	022	24	2037
2014082320	101	094	12	2640
2014082320	067	099	23	3050
2014082320	053	466	21	1943
2014082320	298	061	71	8948
2014082320	369	002	28	4398
2014082320	074	074	5	106
2014082320	074	074	3	75
2014082320	369	002	25	4382
2014082320	138	011	11	947
2014082320	369	002	26	4337
2014082320	033	052	20	3816
2014082320	138	011	11	947
2014082320	081	140	101	2266
2014082320	056	058	4	322
2014082320	369	028	13	2176
2014082320	351	437	22	3659
2014082320	351	437	23	3718
2014082320	369	028	12	2191
2014082320	050	402	16	1997
2014082320	074	074	4	77
2014082320	074	164	88	10171
2014082320	067	067	5	422
2014082320	056	470	67	8263
2014082320	064	061	18	3636
2014082320	056	470	64	8276
2014082320	298	355	33	3722
2014082320	064	061	24	4124
2014082320	059	061	22	3732
2014082320	239	466	28	4002
2014082320	064	061	22	3951
2014082320	098	033	39	5617
2014082320	098	033	39	5662
2014082320	265	265	19	1094
2014082320	298	061	59	8776
2014082320	074	164	84	9005
2014082320	058	058	24	4704
2014082320	067	265	5	796
2014082320	091	138	137	24816
2014082320	091	138	137	24975
2014082320	067	231	12	2082
2014082320	466	466	2	136
2014082320	094	033	22	3896
2014082320	086	086	24	2403
2014082320	102	102	104	13111
2014082320	466	239	10	1261
2014082320	435	435	82	9358
2014082320	055	055	96	18271
